Фото;Комнат;Метро;До ближайшего метро;Адрес;Дом;Full Address;Latitude;Longitude;Этаж/Этажность;Общая площадь;Жилая площадь;Кухня;Балкон;Лифт;Телефон;Санузел;Альтернатива;Цена в рублях;Цена в рублях за метр;Телефоны;Дата обновления;ИНКОМ;Источник
7;1;Алексеевская, ВДНХ, Комсомольская;9п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;13/19;35,9;24;11;;ПГ;Да;С;Нет;13950000;388579;+7(906)043-2321;01.11.2022 12:24:48;Нет;Авито, Циан, ДомКлик
19;1;ВДНХ;;Москва, Ракетный б-р.;9 корпус 2;Москва, Ракетный б-р. 9 корпус 2 ;55.81962499999999;37.6502016;11/14;35,1;18;9;Б;ПГ;Да;С;Нет;14000000;398860;+7(909)934-1802;01.11.2022 12:25:21;Нет;Авито, Циан, ДомКлик
1;1;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;10/20;39;18;12;;ПГ;;2;Нет;14000000;358974;+7(966)051-3066;01.11.2022 10:23:27;Нет;Авито, Циан, ДомКлик
22;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;9/21;38,6;15;12,4;;ПГ;;С;Нет;14000000;362694;+7(919)969-5705;01.11.2022 12:23:23;Нет;Циан, ДомКлик
9;2;ВДНХ, Алексеевская;11п;Москва, Павла Корчагина ул.;10;Москва, Павла Корчагина ул. 10 ;55.8147612;37.65826;1/9;50;25;7;Б;П;Да;Р;Да;14000000;280000;+7(919)105-8964;01.11.2022 12:23:16;Нет;Авито, Циан, ДомКлик, Яндекс
35;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;19/20;35,5;13,4;10,9;;ПГ;;С;Нет;14100000;397183;+7(919)969-5705;01.11.2022 12:25:45;Нет;Авито, Циан
19;1;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;10п;Москва, Ракетный б-р.;11 корпус 2;Москва, Ракетный б-р. 11 корпус 2 ;55.8196944;37.6522463;7/14;37;19;9;Л;П;;Р;Нет;14300000;386486;+7(965)385-9538;01.11.2022 12:26:26;Нет;Авито, Циан, ДомКлик
16;2;Алексеевская, ВДНХ, Улица академика Королёва;1п;Москва, Мира пр-т.;114Б;Москва, Мира пр-т. 114Б ;55.808173;37.638315;4/12;39,5;23;7,8;Б;П;;Р;Нет;14300000;362025;+7(916)150-5966;01.11.2022 12:27:45;Нет;Циан
13;1;ВДНХ;;Москва, Павла Корчагина ул.;13;Москва, Павла Корчагина ул. 13 ;55.818137;37.66077569999999;11/11;38,3;15;9,5;Б;ПГ;Да;Р;Нет;14400000;375979;+7(966)060-9921;01.11.2022 12:27:07;Нет;Авито, Циан, ДомКлик
11;2;ВДНХ;2т 12п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;19/25;43;25;9;Б;ПГ;Да;Р;Да;14400000;334884;+7(909)934-0405;01.11.2022 7:56:37;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
12;1;Алексеевская, ВДНХ, Выставочный центр;6п;Москва, Староалексеевская ул.;20;Москва, Староалексеевская ул. 20 ;55.81012519999999;37.64458370000001;8/12;37;17,9;8;;П;;С;Нет;14500000;391892;+7(965)239-7928;01.11.2022 12:22:35;Нет;Авито, Циан, ДомКлик
15;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;14/19;37,2;13;14;;Г;;С;Нет;14500000;389785;+7(966)027-3190;01.11.2022 10:22:09;Нет;Авито, Циан, ДомКлик
12;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;8/19;38,32;15;12,4;;ПГ;;С;Нет;14500000;378392;+7(916)097-1967;01.11.2022 10:22:03;Нет;Авито, Циан, ДомКлик
11;2;Алексеевская, ВДНХ, Улица академика Королёва;4п;Москва, Мира пр-т.;116А;Москва, Мира пр-т. 116А ;55.8095927;37.63812009999999;10/10;41,5;24;7;Б;П;;Р;Нет;14500000;349398;+7(966)062-9184;01.11.2022 12:25:21;Нет;Циан, ДомКлик
24;1;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;15п;Москва, Павла Корчагина ул.;11;Москва, Павла Корчагина ул. 11 ;55.81763669999999;37.66039610000001;12/12;48;18;9;Б;;;С;Нет;14500000;302083;+7(909)997-3191;01.11.2022 12:28:20;Нет;Авито, Циан, ДомКлик
24;2;Алексеевская, ВДНХ, Выставочный центр;15п;Москва, 1-й Рижский пер.;2 корпус 7;Москва, 1-й Рижский пер. 2 корпус 7 ;55.8081263;37.6534931;5/12;45;27;7;Б;П;Да;С;Да;14500000;322222;+7(962)362-4054;01.11.2022 12:27:19;Нет;Авито, Циан
10;1;ВДНХ, Алексеевская, Выставочный центр;8п;Москва, Маломосковская ул.;5;Москва, Маломосковская ул. 5 ;55.81371499999999;37.643244;11/14;37,3;19;8;;П;;С;Нет;14500000;388740;+7(966)053-2816;01.11.2022 12:28:32;Нет;Циан
23;2;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;7п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;5/25;45;28;7,5;Л;ПГ;;Р;Нет;14550000;323333;+7(905)713-1764;01.11.2022 10:26:23;Нет;Авито, Циан, ДомКлик
6;5;ВДНХ;11п;Москва, Бориса Галушкина ул.;14 корпус 2;Москва, Бориса Галушкина ул. 14 корпус 2 ;55.823069;37.654309;1/5;73,3;45,5;5,9;;;;Р;Нет;14700000;200546;+7(906)048-1789;01.11.2022 12:28:20;Нет;Авито, Циан
21;2;ВДНХ, Выставочный центр, Улица академика Королёва;12п;Москва, Ракетный б-р.;9 корпус 1;Москва, Ракетный б-р. 9 корпус 1 ;55.8191324;37.6506285;9/12;38,8;23,3;6,4;Л;ПГ;;С;Нет;14700000;378866;+7(966)053-1406;01.11.2022 10:22:26;Нет;Авито, Циан, ДомКлик, Яндекс
15;2;ВДНХ, Алексеевская, Выставочный центр;3т;Москва, Рижский пр.;11;Москва, Рижский пр. 11 ;55.816764;37.662874;1/8;54,3;31,4;6,3;;П;Да;Р;Да;14700000;270718;+7(965)107-2964;01.11.2022 12:23:09;Нет;Авито, Циан, ДомКлик
8;2;ВДНХ, Алексеевская, Ростокино (МЦК);12п;Москва, Константинова ул.;22;Москва, Константинова ул. 22 ;55.8181654;37.6575745;4/5;46;35;7;Б;-;Да;Р;Нет;14740000;320435;+7(966)064-6305;01.11.2022 12:24:32;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
16;2;ВДНХ, Алексеевская;15п;Москва, Константинова ул.;22;Москва, Константинова ул. 22 ;55.8181654;37.6575745;4/5;45,6;33;7;Б;;Да;Р;Нет;14740000;323246;+7(915)231-6591;01.11.2022 12:26:32;Нет;Циан, ДомКлик
13;2;ВДНХ, Алексеевская, Выставочный центр;15п;Москва, Павла Корчагина ул.;5;Москва, Павла Корчагина ул. 5 ;55.815347;37.657685;2/16;48;32;10;Л;П;Да;Р;Да;14800000;308333;+7(966)061-4808;01.11.2022 12:28:07;Нет;Циан
14;3;ВДНХ, Алексеевская, Выставочный центр;10п;Москва, Маломосковская ул.;8;Москва, Маломосковская ул. 8 ;55.8131254;37.6445906;6/9;51;34;6;Л;П;;Р;Нет;14890000;291961;+7(985)260-6419;01.11.2022 12:27:13;Нет;Циан
7;2;-;;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;10/18;37,5;22;4;;ПГ;;С;Нет;14900000;397333;+7(909)954-7538;01.11.2022 12:28:38;Нет;Циан
8;1;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;5п;Москва, Мира пр-т.;182;Москва, Мира пр-т. 182 ;55.8261236;37.6477684;9/9;34;19;7;Б;П;;С;Нет;14900000;438235;+7(915)409-2466;01.11.2022 12:28:44;Нет;Циан
22;3;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;10п;Москва, Космонавтов ул.;12;Москва, Космонавтов ул. 12 ;55.820828;37.6528769;7/9;57;43;6,5;Б;П;;Р;Да;14900000;261404;+7(966)055-9914;01.11.2022 12:24:32;Нет;Циан
41;1;Алексеевская, ВДНХ, Рижская;3п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;10/17;38;19;7,5;Б;П;;С;Нет;14900000;392105;+7(915)121-9862;01.11.2022 12:23:09;Нет;Циан, ДомКлик
39;2;ВДНХ, Алексеевская, Ростокино (МЦК);1т 7п;Москва, Космонавтов ул.;10 корпус 1;Москва, Космонавтов ул. 10 корпус 1 ;55.8208035;37.6512042;1/8;54;30;8;;П;Да;С;Нет;14940000;276667;+7(985)362-5164;01.11.2022 10:21:57;Нет;Авито, Циан, ДомКлик
15;1;Алексеевская, ВДНХ, Улица академика Королёва;7п;Москва, Мира пр-т.;118А;Москва, Мира пр-т. 118А ;55.81042790000001;37.64072669999999;8/10;39,4;21,8;6;Б;П;;Р;Нет;14970000;379949;+7(910)422-3185;01.11.2022 16:58:09;Нет;Циан
22;2;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;9п;Москва, Космонавтов ул.;10 корпус 1;Москва, Космонавтов ул. 10 корпус 1 ;55.8208035;37.6512042;2/8;54,3;30;10;;П;;С;Нет;14990000;276059;+7(966)027-4006;01.11.2022 12:23:09;Нет;Авито, Циан, ДомКлик
20;2;ВДНХ, Алексеевская;7п;Москва, Мира пр-т.;124 корпус 16;Москва, Мира пр-т. 124 корпус 16 ;55.8141793;37.6406572;5/5;48;28,1;7,3;;;;Р;Да;15000000;312500;+7(965)240-6963;01.11.2022 12:25:15;Нет;Авито, Циан, ДомКлик
4;1;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;5/21;37,04;26,4;8;;ПГ;;2;Нет;15000000;404968;+7(965)190-4886;01.11.2022 15:27:27;Нет;Циан
13;1;ВДНХ, Алексеевская;2т 13п;Москва, Маломосковская ул.;21 корпус 4;Москва, Маломосковская ул. 21 корпус 4 ;55.8144393;37.6502826;11/19;38,2;19,7;10,2;Б;ПГ;;С;Нет;15000000;392670;+7(967)063-0078;01.11.2022 8:02:52;Нет;Авито, Циан, ДомКлик
19;1;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;8/17;38;19;7,3;Л;ПГ;;С;Нет;15200000;400000;+7(903)115-1092;01.11.2022 12:27:07;Нет;Авито, Циан
11;2;ВДНХ, Алексеевская, Ростокино (МЦК);2т 11п;Москва, Ракетный б-р.;17;Москва, Ракетный б-р. 17 ;55.819188;37.655558;12/12;41,7;24,2;8,4;Л;ПГ;;Р;Да;15200000;364508;+7(966)041-5530;01.11.2022 10:23:38;Нет;Авито, Циан
11;1;Алексеевская, Рижская, ВДНХ;4п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;3/17;38;18,9;9;Б;ПГ;;С;Нет;15200000;400000;+7(966)062-5167;01.11.2022 12:25:45;Нет;Авито, Циан, ДомКлик
18;2;Алексеевская, ВДНХ, Выставочный центр;16п;Москва, Павла Корчагина ул.;2/1;Москва, Павла Корчагина ул. 2/1 ;55.811614;37.655169;2/8;53,1;32;6,5;;П;;Р;Нет;15200000;286252;+7(966)366-9476;01.11.2022 12:24:53;Нет;Авито, Циан
3;1;ВДНХ, Алексеевская;2т 9п;Москва, Ярославская ул.;4 корпус 1;Москва, Ярославская ул. 4 корпус 1 ;55.8141005;37.64783250000001;8/12;36;19;9;Б;П;Да;С;Нет;15200000;422222;+7(967)063-5612;01.11.2022 7:57:39;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
11;1;Алексеевская;10п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;2/27;43,4;18,2;12,7;;ПГ;Да;С;Нет;15300000;352535;+7(966)062-1591;01.11.2022 12:26:20;Нет;Авито, Циан, ДомКлик
12;1;Алексеевская, ВДНХ;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;14/18;39,5;21,5;10;Л;ПГ;;С;Нет;15300000;387342;+7(910)479-4530, +7(967)119-9371;01.11.2022 12:25:56;Нет;Циан, ДомКлик
25;1;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;19/20;39,6;21,5;10,8;Л;ПГ;;С;Нет;15300000;386364;+7(969)076-9686, +7(966)058-7084;01.11.2022 15:27:27;Нет;Авито, Циан, ДомКлик
11;1;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;10/16;40,5;21,3;10,8;Л;ПГ;;С;Да;15300000;377778;+7(916)396-7820;01.11.2022 12:28:26;Нет;Циан
11;2;Алексеевская, ВДНХ, Рижская;4п;Москва, Новоалексеевская ул.;4 корпус 2;Москва, Новоалексеевская ул. 4 корпус 2 ;55.8063096;37.6408904;1/12;45;28,4;6;;П;;Р;Нет;15400000;342222;+7(966)164-4231, +7(985)357-2023;01.11.2022 12:27:00;Нет;Циан
15;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Староалексеевская ул.;20;Москва, Староалексеевская ул. 20 ;55.81012519999999;37.64458370000001;8/11;34;21;6;;П;;С;Нет;15500000;455882;+7(966)047-0215, +7(966)058-7084;01.11.2022 12:22:35;Нет;Авито, Циан, ДомКлик
51;1;Алексеевская, ВДНХ;7п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;12/16;34,5;19;7;;П;;С;Нет;15500000;449275;+7(966)054-0975;01.11.2022 12:23:09;Нет;Авито, Циан, ДомКлик, Яндекс
11;1;-;;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;15/20;35,4;14;11;;ПГ;Да;С;Нет;15500000;437853;+7(915)183-0231;01.11.2022 10:22:43;Нет;Циан, ДомКлик
